"name","dsID","region","period","value","is_number","source","units","last_updated","last_scraped","indID"
"Asylum seekers by Country of Origin","unhcr-popstats","AZE","2008","1872",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","AZE","2009","2470",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","AZE","2010","2072",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","AZE","2011","2176",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","AZE","2012","2124",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","AZE","2013","3612",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BDI","2000","3630",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BDI","2001","3927",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BDI","2002","7445",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BDI","2003","8060",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BDI","2004","7860",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BDI","2005","8268",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BDI","2006","5527",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BDI","2007","7057",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BDI","2008","6645",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BDI","2009","4864",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BDI","2010","7511",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BDI","2011","9500",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BDI","2012","12966",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BDI","2013","14245",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEL","2000","21",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEL","2001","22",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEL","2002","24",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEL","2003","13",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEL","2004","23",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEL","2005","22",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEL","2006","35",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEL","2007","9",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEL","2008","28",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEL","2009","26",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEL","2010","9",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEL","2011","4",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEL","2012","16",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEL","2013","19",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEN","2000","144",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEN","2001","183",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEN","2002","231",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEN","2003","260",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEN","2004","215",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEN","2005","272",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEN","2006","160",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEN","2007","169",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEN","2008","187",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEN","2009","197",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEN","2010","235",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEN","2011","271",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEN","2012","441",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BEN","2013","491",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BFA","2000","247",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BFA","2001","243",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BFA","2002","179",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BFA","2003","158",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BFA","2004","112",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BFA","2005","211",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BFA","2006","203",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BFA","2007","264",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BFA","2008","317",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BFA","2009","377",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BFA","2010","505",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BFA","2011","347",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BFA","2012","516",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BFA","2013","905",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGD","2000","3322",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGD","2001","3449",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGD","2002","4828",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGD","2003","8271",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGD","2004","9346",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGD","2005","10166",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGD","2006","4022",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGD","2007","7335",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGD","2008","6711",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGD","2009","1826",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGD","2010","6510",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGD","2011","4923",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGD","2012","8184",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGD","2013","22103",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGR","2000","1306",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGR","2001","1509",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGR","2002","1746",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGR","2003","1379",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGR","2004","1221",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGR","2005","1217",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGR","2006","832",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGR","2007","414",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGR","2008","300",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGR","2009","437",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGR","2010","128",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGR","2011","177",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGR","2012","144",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BGR","2013","165",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHR","2000","55",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHR","2001","9",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHR","2002","14",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHR","2003","12",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHR","2004","22",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHR","2005","27",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHR","2006","20",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHR","2007","18",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHR","2008","13",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHR","2009","4",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHR","2010","26",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHR","2011","46",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHR","2012","78",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHR","2013","87",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHS","2000","10",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHS","2001","24",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHS","2002","161",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHS","2003","18",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHS","2004","20",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHS","2005","18",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHS","2006","19",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHS","2007","25",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHS","2008","25",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHS","2009","32",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHS","2010","30",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHS","2011","36",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHS","2012","38",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BHS","2013","25",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BIH","2000","4307",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BIH","2001","4189",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BIH","2002","5936",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BIH","2003","2195",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BIH","2004","1193",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BIH","2005","1815",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BIH","2006","1687",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BIH","2007","1106",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BIH","2008","1159",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BIH","2009","1156",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BIH","2010","1347",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BIH","2011","1935",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BIH","2012","2667",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BIH","2013","4136",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLR","2000","771",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLR","2001","1134",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLR","2002","2077",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLR","2003","2098",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLR","2004","1410",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLR","2005","1431",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLR","2006","1709",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLR","2007","1207",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLR","2008","1079",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLR","2009","981",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLR","2010","739",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLR","2011","897",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLR","2012","956",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLR","2013","871",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLZ","2000","15",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLZ","2001","28",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLZ","2002","35",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLZ","2003","27",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLZ","2004","23",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLZ","2005","24",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLZ","2006","15",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLZ","2007","15",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLZ","2008","19",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLZ","2009","19",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLZ","2010","10",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLZ","2011","13",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLZ","2012","8",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BLZ","2013","48",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BMU","2000","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BMU","2001","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BMU","2002","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BMU","2003","2",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BMU","2004","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BMU","2005","3",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BMU","2006","2",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BMU","2007","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BMU","2008","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BMU","2009","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BMU","2010","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BMU","2011","5",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BMU","2012","4",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BMU","2013","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BOL","2000","125",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BOL","2001","160",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BOL","2002","490",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BOL","2003","487",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BOL","2004","385",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BOL","2005","353",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BOL","2006","429",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BOL","2007","423",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BOL","2008","161",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BOL","2009","165",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
"Asylum seekers by Country of Origin","unhcr-popstats","BOL","2010","137",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.13.T6"
