value,period,region,indID,dsID,source,is_number
0,2006,NZL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2007,NZL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2008,NZL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2009,NZL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2010,NZL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2011,NZL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2012,NZL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2013,NZL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1988,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1991,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1992,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1993,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1994,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1995,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1996,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1997,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1998,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1999,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2000,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2001,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2002,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2003,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2004,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2005,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2006,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2007,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2008,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2009,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2010,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2011,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2012,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2013,OMN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1988,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1991,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
4,1992,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1993,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1994,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1995,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1996,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1997,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1998,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1999,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2000,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2001,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2002,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2003,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2004,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2005,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2006,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2007,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2008,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
4,2009,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2010,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2011,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2012,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2013,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1988,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1991,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1992,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1993,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1994,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1995,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1996,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1997,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1998,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1999,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2000,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2001,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2002,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2003,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2004,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2005,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2006,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2007,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2008,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2009,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2010,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2011,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2012,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2013,PAN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1986,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1987,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1988,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1990,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,1991,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1992,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1993,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1994,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1995,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1996,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1997,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1998,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1999,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2000,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2001,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2002,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2003,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2004,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2005,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2006,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2007,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
4,2008,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
5,2009,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
4,2010,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2011,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2012,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2013,PER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,1984,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1985,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,1986,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1987,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1988,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
6,1989,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
6,1990,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
4,1991,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1992,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
7,1993,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
9,1994,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
5,1995,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1996,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1997,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,1998,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,1999,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2000,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2001,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2002,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
4,2003,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2004,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2005,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
8,2006,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
4,2007,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
9,2008,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
13,2009,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
5,2010,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
5,2011,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
5,2012,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
7,2013,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1988,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1991,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1992,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1993,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1994,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1995,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1996,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1997,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1998,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1999,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2000,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2001,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2002,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2003,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2004,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2005,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2006,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2007,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2008,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2009,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2010,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2011,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2012,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2013,PLW,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1984,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1987,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1988,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1991,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1992,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,1993,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1994,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1995,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1996,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1997,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1998,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1999,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2000,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2001,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2002,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2003,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2004,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2005,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2006,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2007,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2008,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2009,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2010,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2011,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2012,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2013,PNG,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1988,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1991,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1992,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1993,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1994,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1995,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1996,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1997,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1998,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1999,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2000,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2001,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2002,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2003,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2004,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2005,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2006,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2007,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2008,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2009,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2010,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2011,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2012,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2013,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1988,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1990,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1991,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1992,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1993,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1994,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1995,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1996,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1997,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1998,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1999,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2000,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2001,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2002,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2003,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2004,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2005,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2006,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2007,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2008,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2009,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2010,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2011,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2012,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2013,PRY,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1988,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1991,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1992,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1993,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1994,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1995,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1996,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1997,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1998,PSE,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
